BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Custom1
7,,ISI:000281711500003,"Ubeyli, Elif Derya",Automatic diagnosis of diabetes using adaptive neuro-fuzzy inference systems,{EXPERT SYSTEMS},{27},{4},{SEP},{259-266},2010,,,,,,,,,{A new approach based on an adaptive neuro-fuzzy inference system (ANFIS)    is presented for diagnosis of diabetes diseases. The Pima Indians    diabetes data set contains records of patients with known diagnosis. The    ANFIS classifiers learn how to differentiate a new case in the domain by    being given a training set of such records. The ANFIS classifier is used    to detect diabetes diseases when eight features defining diabetes    indications are used as inputs. The proposed ANFIS model combines neural    network adaptive capabilities and the fuzzy logic qualitative approach.    The conclusions concerning the impacts of features on the diagnosis of    diabetes disease are obtained through analysis of the ANFIS. The    performance of the ANFIS model is evaluated in terms of training    performances and classification accuracies and the results confirm that    the proposed ANFIS model has potential in detecting diabetes diseases.}
7,,ISI:000286388300012,"Lee, Chang-Shing & Wang, Mei-Hui",A Fuzzy Expert System for Diabetes Decision Support Application,{IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS},{41},{1},{FEB},{139-153},2011,,,,,,,,,"{An increasing number of decision support systems based on domain    knowledge are adopted to diagnose medical conditions such as diabetes    and heart disease. It is widely pointed that the classical ontologies    cannot sufficiently handle imprecise and vague knowledge for some real    world applications, but fuzzy ontology can effectively resolve data and    knowledge problems with uncertainty. This paper presents a novel fuzzy    expert system for diabetes decision support application. A five-layer    fuzzy ontology, including a fuzzy knowledge layer, fuzzy group relation    layer, fuzzy group domain layer, fuzzy personal relation layer, and    fuzzy personal domain layer, is developed in the fuzzy expert system to    describe knowledge with uncertainty. By applying the novel fuzzy    ontology to the diabetes domain, the structure of the fuzzy diabetes    ontology (FDO) is defined to model the diabetes knowledge. Additionally,    a semantic decision support agent (SDSA), including a knowledge    construction mechanism, fuzzy ontology generating mechanism, and    semantic fuzzy decision making mechanism, is also developed. The    knowledge construction mechanism constructs the fuzzy concepts and    relations based on the structure of the FDO. The instances of the FDO    are generated by the fuzzy ontology generating mechanism. Finally, based    on the FDO and the fuzzy ontology, the semantic fuzzy decision making    mechanism simulates the semantic description of medical staff for    diabetes-related application. Importantly, the proposed fuzzy expert    system can work effectively for diabetes decision support application.}"
6,{978-1-4244-3429-9},ISI:000287219100002,"Karahoca, Adem; Karahoca, Dilek & Kara, Ali",Diagnosis of Diabetes by using Adaptive Neuro Fuzzy Inference Systems,,,,,{5-8},2010,,"{5th International Conference on Soft Computing, Computing with Words and Perceptions in System Analysis, Decision and Control, Famagusta, CYPRUS, SEP 02-04, 2009",,"2009 FIFTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING, COMPUTING WITH WORDS AND PERCEPTIONS IN SYSTEM ANALYSIS, DECISION AND CONTROL}",,,,,"{Most of discoveries indicate that the best way to overcome diabetes is    to prevent the risks of diabetes before becoming a diabetic. With this    opinion, we would like to find a way to estimate diabetes risk,    according to some variables such as age, total cholesterol, gender or    shape of the body. Due to having fuzzy input and output (glucose rate)    values and because of that dependent variable have more than 2 values    (unlike binary logic), ANFIS and Multinomial Logistic Regression should    be executed for comparison. Then the results were benchmarked. As a    result, in case of that there is a system which contains fuzzy inputs    and output, ANFIS gives better results than Multinomial Logistic    Regression for diabetes diagnosis.}"
6,{978-1-4244-4124-2},ISI:000287964007029,"Skevofilakas, Marios; Zarkogianni, Konstantia; Karamanos, Basil G. & Nikita, Konstantina S.",A hybrid Decision Support System for the Risk Assessment of retinopathy development as a long term complication of Type 1 Diabetes Mellitus,,,,,{6713-6716},2010,,"{32nd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBC 10), Buenos Aires, ARGENTINA, AUG 30-SEP 04, 2010}",,{2010 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)},,,{IEEE Engineering in Medicine and Biology Society Conference Proceedings},,"{The aim of the present study is to design and develop a Decision Support    System (DSS) closely coupled with an Electronic Medical Record (EMR),    able to predict the risk of a Type 1 Diabetes Mellitus (T1DM) patient to    develop retinopathy. The proposed system is able to store a wealth of    information regarding the clinical state of the T1DM patient and    continuously provide the health experts with predictions regarding the    possible future complications that he may present. The DSS is a hybrid    infrastructure combining a Feedforward Neural Network (FNN), a    Classification and Regression Tree (CART) and a Rule Induction C5.0    classifier, with an improved Hybrid Wavelet Neural Network (iHWNN). A    voting mechanism is utilized to merge the results from the four    classification models. The proposed DSS has been trained and evaluated    using data from 55 T1DM patients, acquired by the Athens Hippokration    Hospital in close collaboration with the EURODIAB research team. The DSS    has shown an excellent performance resulting in an accuracy of 98\%.    Care has been taken to design and implement a consistent and    continuously evolving Information Technology (IT) system by utilizing    technologies such as smart agents periodically triggered to retrain the    DSS with new cases added in the data repository.}"
7,,ISI:000289047700046,"Calisir, Duygu & Dogantekin, Esin",An automatic diabetes diagnosis system based on LDA-Wavelet Support Vector Machine Classifier,{EXPERT SYSTEMS WITH APPLICATIONS},{38},{7},{JUL},{8311-8315},2011,,,,,,,,,"{In this paper, an automatic diagnosis system for diabetes on Linear    Discriminant Analysis (LDA) and Morlet Wavelet Support Vector Machine    Classifier: LDA-MWSVM is introduced. The structure of this automatic    system based on LDA-MWSVM for the diagnosis of diabetes is composed of    three stages: The feature extraction and feature reduction stage by    using the Linear Discriminant Analysis (LDA) method and the    classification stage by using Morlet Wavelet Support Vector Machine    (MWSVM) classifier stage. The Linear Discriminant Analysis (LDA) is used    to separate features variables between healthy and patient (diabetes)    data in the first stage. The healthy and patient (diabetes) features    obtained in the first stage are given to inputs of the MWSVM classifier    in the second stage. Finally, in the third stage, the correct diagnosis    performance of this automatic system based on LDA-MWSVM for the    diagnosis of diabetes is calculated by using sensitivity and specificity    analysis, classification accuracy, and confusion matrix, respectively.    The classification accuracy of this system was obtained at about    89.74\%. (C) 2011 Elsevier Ltd. All rights reserved.}"
6,{978-3-642-17297-7},ISI:000289185200035,"Baskaran, Abhirami; Karthikeyan, Dhivya & Swamy, Anusha T.",Modeling and Automation of Diagnosis and Treatment of Diabetes,,{6457},,,{339-348},2010,,"{8th International Conference of Simulated Evolution and Learning, Indian Inst Technol Kanpur, Kanpur, INDIA, DEC 01-04, 2010}",,{SIMULATED EVOLUTION AND LEARNING},,,{Lecture Notes in Computer Science},"Deb, K; Bhattacharya, A; Chakraborti, N; Chakroborty, P; Das, S; Dutta, J; Gupta, SK; Jain, A; Aggarwal, V; Branke, J; Louis, SJ & Tan, KC","{The present. work aims at designing and implementing an automated    decision making system for the treatment of diabetes. The automated    medical tool has been equipped to handle the decisions regarding the    care plan of the patient and also helps in diagnosis. It takes in    essential parameters like glucose, cholesterol, blood pressure and    devises a care plan for the patient. Fuzzy logic was used to implement    the medical decision support system. A knowledge base for diabetes    containing the essential concepts, treatment algorithms was created. The    fuzzy logic based system used the knowledge base for constructing the    collection of rules. The essential parameters from the patient database    were provided as input and the decisions like the type of diabetes, diet    plans, medication etc were recorded. The tool also takes the decisions    and the parameters that led to the decisions to build an optimal care    pathway for the patient.}"
7,,ISI:000295193400030,"Ganji, Mostafa Fathi & Abadeh, Mohammad Saniee",A fuzzy classification system based on Ant Colony Optimization for diabetes disease diagnosis,{EXPERT SYSTEMS WITH APPLICATIONS},{38},{12},{NOV-DEC},{14650-14659},2011,,,,,,,,,"{Classification systems have been widely utilized in medical domain to    explore patient's data and extract a predictive model. This model helps    physicians to improve their prognosis, diagnosis or treatment planning    procedures. The aim of this paper is to use an Ant Colony-based    classification system to extract a set of fuzzy rules for diagnosis of    diabetes disease, named FCS-ANTMINER. We will review some recent methods    and describe a new and efficient approach that leads us to considerable    results for diabetes disease classification problem. FCS-ANTMINER has    new characteristics that make it different from the existing methods    that have utilized the Ant Colony Optimization (ACO) for classification    tasks. The obtained classification accuracy is 84.24\% which reveals    that FCS-ANTMINER outperforms several famous and recent methods in    classification accuracy for diabetes disease diagnosis. (C) 2011    Elsevier Ltd. All rights reserved.}"
6,{978-94-91216-01-5},ISI:000296892600053,"Rajeswari, K.; Vaithiyanathan, V. & Gurumoorthy, T.",A Decision Support System for effective diagnosis of Risk in Type II Diabetes-A Case Study,,{16},,,{338-341},2011,,"{3rd International Conference on Risk Analysis and Crisis Response, Texas A\&M Int Univ, Loredo, TX, MAY 22-25, 2011}",,{BEYOND EXPERIENCE IN RISK ANALYSIS AND CRISIS RESPONSE},,,{Advances in Intelligent Systems Research},"Huang, C; Ortiz, J & Sears, S","{The diagnosis of Diabetes is important issue. Diabetes, if not    controlled in time, will lead to serious health problems including    cardiovascular disease, chronic renal failure, retinal damage, nerve    damage, impotence and gangrene with risk of amputation of toes, feet,    and even legs. This prompts many researchers to work on    multidisciplinary intelligent medical decision support system to help    the Diabeticians. In this paper, a decision support system is designed    to diagnose the risk level of patients.}"
6,{978-1-4244-9636-5},ISI:000297541202023,"Alanis, Alma Y.; Sanchez, Edgar N.; Ruiz-Velazquez, Eduardo & Leon, Blanca S.",Neural Model of Blood Glucose Level for Type 1 Diabetes Mellitus Patients,,,,,{2018-2023},2011,,"{International Joint Conference on Neural Networks (IJCNN), San Jose, CA, JUL 31-AUG 05, 2011}",,{2011 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN)},,,,,"{This paper presents on-line blood glucose level modeling for Type 1    Diabetes Mellitus (T1DM) patients. The model is developed using a    recurrent neural network trained with an extended Kalman filter based    algorithm in order to develop an affine model, which captures the    nonlinear behavior of the blood glucose metabolism. The goal is to    derive an on-line dynamical mathematical model of the T1DM for the    response of a patient to meal and subcutaneous insulin infusion.    Simulation results are utilized for identification and for testing the    applicability of the proposed scheme.}"
7,,ISI:000297557900005,"Alanis, Alma Y.; Leon, Blanca S.; Sanchez, Edgar N. & Ruiz-Velazquez, Eduardo",BLOOD GLUCOSE LEVEL NEURAL MODEL FOR TYPE 1 DIABETES MELLITUS PATIENTS,{INTERNATIONAL JOURNAL OF NEURAL SYSTEMS},{21},{6},{DEC},{491-504},2011,,,,,,,,,"{This paper deals with the blood glucose level modeling for Type 1    Diabetes Mellitus (T1DM) patients. The model is developed using a    recurrent neural network trained with an extended Kalman filter based    algorithm in order to develop an affine model, which captures the    nonlinear behavior of the blood glucose metabolism. The goal is to    derive a dynamical mathematical model for the T1DM as the response of a    patient to meal and subcutaneous insulin infusion. Experimental data    given by continuous glucose monitoring system is utilized for    identification and for testing the applicability of the proposed scheme    to T1DM subjects.}"
7,,ISI:000297832500003,"Calm, R.; Garcia-Jaramillo, M.; Bondia, J.; Sainz, M. A. & Vehi, J.",Comparison of interval and Monte Carlo simulation for the prediction of postprandial glucose under uncertainty in type 1 diabetes mellitus,{COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE},{104},{3},{DEC},{325-332},2011,,,,,,,,,"{In this paper, the problem of tackling uncertainty in the prediction of    postprandial blood glucose is analyzed. Two simulation approaches, Monte    Carlo and interval models, are studied and compared. Interval simulation    is carried out using modal interval analysis. Simulation of a    glucoregulatory model with uncertainty in insulin sensitivities, glucose    absorption and food intake is carried out using both methods. Interval    simulation is superior in predicting all severe and mild hyper- and    hypoglycemia episodes. Furthermore, much less computational time is    required for interval simulation than for Monte Carlo simulation. (C)    2010 Elsevier Ireland Ltd. All rights reserved.}"
7,,ISI:000300768100014,"Kho, Abel N.; Hayes, M. Geoffrey; Rasmussen-Torvik, Laura; Pacheco, Jennifer A.; Thompson, William K.; Armstrong, Loren L.; Denny, Joshua C.; Peissig, Peggy L.; Miller, Aaron W.; Wei, Wei-Qi; Bielinski, Suzette J.; Chute, Christopher G.; Leibson, Cynthia L.; Jarvik, Gail P.; Crosslin, David R.; Carlson, Christopher S.; Newton, Katherine M.; Wolf, Wendy A.; Chisholm, Rex L. & Lowe, William L.",Use of diverse electronic medical record systems to identify genetic risk for type 2 diabetes within a genome-wide association study,{JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION},{19},{2},{MAR},{212-218},2012,,,,,,,,,"{Objective Genome-wide association studies (GWAS) require high    specificity and large numbers of subjects to identify genotype-phenotype    correlations accurately. The aim of this study was to identify type 2    diabetes (T2D) cases and controls for a GWAS, using data captured    through routine clinical care across five institutions using different    electronic medical record (EMR) systems.    Materials and Methods An algorithm was developed to identify T2D cases    and controls based on a combination of diagnoses, medications, and    laboratory results. The performance of the algorithm was validated at    three of the five participating institutions compared against clinician    review. A GWAS was subsequently performed using cases and controls    identified by the algorithm, with samples pooled across all five    institutions.    Results The algorithm achieved 98\% and 100\% positive predictive values    for the identification of diabetic cases and controls, respectively, as    compared against clinician review. By standardizing and applying the    algorithm across institutions, 3353 cases and 3352 controls were    identified. Subsequent GWAS using data from five institutions replicated    the TCF7L2 gene variant (rs7903146) previously associated with T2D.    Discussion By applying stringent criteria to EMR data collected through    routine clinical care, cases and controls for a GWAS were identified    that subsequently replicated a known genetic variant. The use of    standard terminologies to define data elements enabled pooling of    subjects and data across five different institutions to achieve the    robust numbers required for GWAS.    Conclusions An algorithm using commonly available data from five    different EMR can accurately identify T2D cases and controls for genetic    study across multiple institutions.}"
6,{978-3-642-22388-4},ISI:000302374500047,"Ahmad, Aliza; Mustapha, Aida; Zahadi, Eliza Dianna; Masah, Norhayati & Yahaya, Nur Yasmin",Comparison between Neural Networks against Decision Tree in Improving Prediction Accuracy for Diabetes Mellitus,,{188},,,{537-545},2011,,"{International Conference on Digital Information Processing and Communications (ICDIPC 2011), VSB Tech Univ Ostrava, Ostrava, CZECH REPUBLIC, JUL 07-09, 2011}",,"{DIGITAL INFORMATION PROCESSING AND COMMUNICATIONS, PT 1}",,,{Communications in Computer and Information Science},"Snasel, V; Platos, J & ElQawasmeh, E","{This study is to compare the prediction accuracy of multilayer    perceptron in neural networks against tree-based algorithms, in    particular the ID3 and 148 algorithms on Pima Indian diabetes mellitus    data set. The classification experiment is performed using algorithms in    WEKA to determine the class diabetes or non-diabetes with the data set    of 768 patients. Results showed that a pruned J48 tree performed with    higher accuracy, which is 89.3\% as compared to 81.9\% by the multilayer    perceptrons. On further removal of the number of times pregnant    attribute, the prediction accuracy for the pruned J48 tree improved to    89.7\%.}"
6,{978-3-642-20866-9},ISI:000303349700024,"Georga, Eleni I.; Protopappas, Vasilios C. & Fotiadis, Dimitrios I.",Predictive Metabolic Modeling for Type 1 Diabetes Using Free-Living Data on Mobile Devices,,{55},,,{187-193},2011,,"{2nd International ICST Conference on Wireless Mobile Communication and Healthcare, Ayia Napa, CYPRUS, OCT 18-20, 2010}",,{WIRELESS MOBILE COMMUNICATION AND HEALTHCARE},,,{Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering},"Lin, JC & Nikita, KS","{This study presents a metabolic modeling scheme for glucose prediction    of diabetic patients that is intended for use in mobile devices. We    investigate the ability to model the multivariate, nonlinear and dynamic    interactions in glucose metabolism using free-living data acquired from    wearable sensors or inserted through suitable mobile applications. The    physiological processes related to diabetes are simulated by    compartmental models, which quantify the absorption of subcutaneously    administered insulin, the absorption of glucose from the gut following a    meal, as well as the effects of exercise on plasma glucose and insulin    dynamics. In addition, Support Vector machines for Regression are    employed to provide individualized predictions of the subcutaneous    glucose concentrations. The proposed scheme is evaluated in terms of its    predictive ability using real data recorded from two type 1 diabetic    patients. Also, the incorporation of the predictive model in an    integrated diabetes monitoring and management system is discussed.}"
6,{978-3-642-23934-2},ISI:000304028100052,"Kasemthaweesab, Pornnapas & Kurutach, Werasak",Study of Diabetes Mellitus (DM) with Ophthalmic Complication Using Association Rules of Data Mining Technique,,{6922},,,{527-536},2011,,"{3rd International Conference on Computational Collective Intelligence (ICCCI 2011), Gdynia Maritime Univ, Gdynia, POLAND, SEP 21-23, 2011}",,"{COMPUTATIONAL COLLECTIVE INTELLIGENCE: TECHNOLOGIES AND APPLICATIONS, PT I}",,,{Lecture Notes in Artificial Intelligence},"Jedrzejowicz, P; Nguyen, NT & Hoang, K","{Association Rule Discovery is a significant data mining technique. In    this paper, we applied this technique to discover fundamental    association among a data set of diabetes mellitus (DM) patients with    ophthalmic complication using a classifier based on gender, age and    payment method of treatment expense. The result indicated that    ``diabetes mellitus (DM) patients Type II aging between 60-69 years old    with no occupation whose payment for their treatment expense was by    Government Official Rights of Continuous Treatment tended to have    diabetes mellitus (DM) with ophthalmic complication.{''} This conclusion    is useful for healthcare treatment of adulthood patients, welfare    improvement of public healthcare, provision of helpful recommendation    for diabetes mellitus patients and further development in finding    disease complication.}"
6,{978-3-642-23290-9},ISI:000306342100012,"Marling, Cindy; Wiley, Matthew; Cooper, Tessa; Bunescu, Razvan; Shubrook, Jay & Schwartz, Frank",The 4 Diabetes Support System: A Case Study in CBR Research and Development,,{6880},,,{137-150},2011,,"{19th International Conference on Case-Based Reasoning, London, ENGLAND, SEP 11-14, 2011}",,"{CASE-BASED REASONING RESEARCH AND DEVELOPMENT, ICCBR 2011}",,,{Lecture Notes in Artificial Intelligence},"Ram, A & Wiratunga, N","{This paper presents the 4 Diabetes Support System (TM) (4DSS) project as    a case study in case-based reasoning (CBR) research and development.    This project aims to help patients with type 1 diabetes on insulin pump    therapy achieve and maintain good blood glucose control. Over the course    of seven years and three clinical research studies, a series of defining    cases altered the research and development path. Each of these cases    suggested a new, unanticipated research direction or clinical    application. New AI technologies, including naive Bayes classification    and support vector regression, were incorporated. New medical research    into glycemic variability and blood glucose prediction was undertaken.    The CBR research paradigm has provided a strong framework for medical    research as well as for artificial intelligence (AI) research. This new    work has the potential to positively impact the health and wellbeing of    patients with diabetes. This paper shares the 4DSS project experience.}"
6,{978-3-642-24424-7},ISI:000306442300042,"Deja, Rafal",Accuracy Evaluation of the System of Type 1 Diabetes Prediction,,{6954},,,{321-326},2011,,"{6th International Conference on Rough Sets and Knowledge Technology, Banff, CANADA, OCT 08-11, 2011}",,{ROUGH SETS AND KNOWLEDGE TECHNOLOGY},,,{Lecture Notes in Artificial Intelligence},"Yao, JT; Ramanna, S; Wang, GY & Suraj, Z",{Based on genetic data we created the decision support system to classify    and later on to predict the illness among the children with genetic    susceptibility to DMT1. The system can recommend including a person to    pre-diabetes therapy. While creating the system the classification    problems appeared. Some of the algorithms based on the rough set theory    have been applied to improve the classification accuracy.}
6,{978-3-642-14997-9},ISI:000307744700018,"Chemlal, Salim; Colberg, Sheri; Satin-Smith, Marta; Gyuricsko, Eric; Hubbard, Tom; Scerbo, Mark W. & McKenzie, Frederic D.",HealthiManage: An Individualized Prediction Algorithm for Type 2 Diabetes Chronic Disease Control,,{32},,,{67-70},2010,,"{26th Southern Biomedical Engineering Conference, SBEC 2010, Univ Maryland, College Park, MD, APR 30-MAY 02, 2010}",,{26TH SOUTHERN BIOMEDICAL ENGINEERING CONFERENCE: SBEC 2010},,,{IFMBE Proceedings},"Herold, KE; Bentley, WE & Vossoughi, J","{This paper describes a prediction algorithm for blood glucose in Type 2    diabetes. An iPhone application was developed that allows patients to    record their daily blood glucose levels and provide them with relevant    feedback using the prediction algorithm to help control their blood    glucose levels. Several methods using theoretical functions were tested    to select the most accurate prediction method. The prediction is    adjusted with each glucose reading input by the patient taking into    consideration the time of the glucose reading and the time after the    patient's last meal, as well as any physical activity. The    individualized prediction algorithm was tested and verified with real    patient data and also validated using a non-parametric regression    method. The accuracy of prediction results varied from different    approaches and was adequate for most of the methods tested. The    predicted results merged closer to the patients' actual glucose readings    after each additional input reading. The findings of the research were    encouraging and the predictive system provided what we believe to be    helpful feedback to control, improve, and take proactive measures to    regulate blood glucose levels.}"
6,{978-3-642-21326-7},ISI:000308666100045,"Marcano-Cedeno, Alexis; Torres, Joaquin & Andina, Diego",A Prediction Model to Diabetes Using Artificial Metaplasticity,,{6687},,,{418-425},2011,,"{4th International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC)/Joint Workshop and Summer School on Astrostatistics and Data Mining in Large Astronomical Databases, La Palma, SPAIN, MAY 30-JUN 03, 2011}",,"{NEW CHALLENGES ON BIOINSPIRED APPLICATIONS: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART II}",,,{Lecture Notes in Computer Science},"Ferrandez, JM; Sanchez, JRA; DeLaPaz, F & Toledo, FJ","{Diabetes is the most common disease nowadays in all populations and in    all age groups. Different techniques of artificial intelligence has been    applied to diabetes problem. This research proposed the artificial    metaplasticity on multilayer perceptron (AMMLP) as prediction model for    prediction of diabetes. The Pima Indians diabetes was used to test the    proposed model AMMLP. The results obtained by AMMLP were compared with    other algorithms, recently proposed by other researchers, that were    applied to the same database. The best result obtained so far with the    AMMLP algorithm is 89.93\%.}"
5,{978-3-642-25354-6; 978-3-642-25355-3},ISI:000310546800002,"Deja, Rafal",Comparison of Rules Synthesis Methods Accuracy in the System of Type 1 Diabetes Prediction,,{118},,,{13-24},2012,,,,{INTERNET-TECHNICAL DEVELOPMENTS AND APPLICATIONS 2},,,{Advances in Intelligent and Soft Computing},"Kapczynski, A; Tkacz, E & Rostanski, M",{While creating the decision support system we encounter the    classification accuracy problem. In the paper author compares the    accuracy of two rules synthesis algorithms based on the rough set    theory. This comparison is based on the medical support system that goal    is to predict the illness among the children with genetic susceptibility    to DMT1. The system can help to recommend including a person to    pre-diabetes therapy.}
6,{978-1-4577-1787-1},ISI:000313296503029,"Georga, Eleni I.; Protopappas, Vasilios C.; Polyzos, Demosthenes & Fotiadis, Dimitrios I.",A Predictive Model of Subcutaneous Glucose Concentration in Type 1 Diabetes Based on Random Forests,,,,,{2889-2892},2012,,"{34th Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS), San Diego, CA, AUG 28-SEP 01, 2012}",,{2012 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)},,,{IEEE Engineering in Medicine and Biology Society Conference Proceedings},,"{In this study, an individualized predictive model of the subcutaneous    glucose concentration in type 1 diabetes is presented, which relies on    the Random Forests regression technique. A multivariate dataset is    utilized concerning the s.c. glucose profile, the plasma insulin    concentration, the intestinal absorption of meal-derived glucose and the    daily energy expenditure. In an attempt to capture daily rhythms in    glucose metabolism, we also introduce a time feature in the predictive    analysis. The dataset comes from the continuous multi-day recordings of    27 type 1 patients in free-living conditions. Evaluating the performance    of the proposed method by 10-fold cross validation, an average RMSE of    6.60, 8.15, 9.25 and 10.83 mg/dl for 15, 30, 60 and 120 min prediction    horizons, respectively, was attained.}"
6,{978-1-4577-1787-1},ISI:000313296506068,"Costa, Clayton M.; Gondim, Dikson D.; Gondim, Dibson D.; Soares, Heliana B.; Ribeiro, Anna G. C. D.; Silva, Ikaro; Winkler, Erick; Celi, Leo; Guerreiro, Ana M. G. & Leite, Cicilia R. M.",S2DIA: A Diagnostic System for Diabetes mellitus using SANA platform,,,,,{6078-6081},2012,,"{34th Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS), San Diego, CA, AUG 28-SEP 01, 2012}",,{2012 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)},,,{IEEE Engineering in Medicine and Biology Society Conference Proceedings},,"{Currently, Diabetes is a very common disease around the world, and with    an increase in sedentary lifestyles, obesity and an aging population the    number of people with Diabetes worldwide will increase by more than    50\%. In this context, the MIT (Massachusetts Institute of Teehnology)    developed the SANA platform, which brings the benefits of information    technology to the field of healthcare. It offers healthcare delivery in    remote areas, improves patient access to medical specialists for faster,    higher quality, and more cost effective diagnosis and intervention. For    these reasons, we developed a system for diagnosis of Diabetes using the    SANA platform, called S2DIA. It is the first step towards knowing the    risks for type 2 Diabetes, and it will be evaluated, especially, in    remote/poor areas of Brazil.}"
6,{978-1-4577-1787-1},ISI:000313296506128,"San, Phyo Phyo; Ling, Sai Ho & Nguyen, Hung T.",Intelligent Detection of Hypoglycemic Episodes in Children with Type 1 Diabetes using Adaptive Neural-Fuzzy Inference System,,,,,{6325-6328},2012,,"{34th Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS), San Diego, CA, AUG 28-SEP 01, 2012}",,{2012 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)},,,{IEEE Engineering in Medicine and Biology Society Conference Proceedings},,"{Hypoglycemia, or low blood glucose, is the most common complication    experienced by Type 1 diabetes mellitus (T1DM) patients. It is dangerous    and can result in unconsciousness, seizures and even death. The most    common physiological parameter to be effected from hypoglycemic reaction    are heart rate (HR) and correct QT interval (QTc) of the    electrocardiogram (ECG) signal. Based on physiological parameters, an    intelligent diagnostics system, using the hybrid approach of adaptive    neural fuzzy inference system (ANFIS), is developed to recognize the    presence of hypoglycemia. The proposed ANFIS is characterized by    adaptive neural network capabilities and the fuzzy inference system. To    optimize the membership functions and adaptive network parameters, a    global learning optimization algorithm called hybrid particle swarm    optimization with wavelet mutation (HPSOWM) is used. For clinical study,    15 children with Type 1 diabetes volunteered for an overnight study. All    the real data sets are collected from the Department of Health,    Government of Western Australia. Several experiments were conducted with    5 patients each, for a training set (184 data points), a validation set    (192 data points) and a testing set (153 data points), which are    randomly selected. The effectiveness of the proposed detection method is    found to be satisfactory by giving better sensitivity, 79.09\% and    acceptable specificity, 51.82\%.}"
6,{978-0-7695-4919-4; 978-1-4673-4976-5},ISI:000313560200005,"Lan, Guo-Cheng; Lee, Chao-Hui; Lee, Yu-Yen; Tseng, Vincent S.; Chin, Chu-Yu; Day, Miin-Luen; Wang, Shyh-Chyi; Chang, Ching-Nain; Cheng, Shyr-Yuan & Wu, Jin-Shang",Disease Risk Prediction by Mining Personalized Health Trend Patterns: A Case Study on Diabetes,,,,,{27-32},2012,,"{17th Annual Conference on Technologies and Applications of Artificial Intelligence (TAAI), Taiwanese Assoc Artificial Intelligence (TAAI), Tainan, TAIWAN, NOV 16-18, 2012}",,{2012 CONFERENCE ON TECHNOLOGIES AND APPLICATIONS OF ARTIFICIAL INTELLIGENCE (TAAI)},,,{Conference on Technologies and Applications of Artificial Intelligence},"Kuo, YH; Tseng, VSM; Kao, HY; Hong, TP & Horng, MF","{Health examination has played an important role for maintaining people's    health since it can not only help people understand their own health    conditions clearly but also avoid missing the best timing of disease    treatment. However, in current health examination systems, people get    only a basic report from single health examination and no advanced    health risk analysis is provided. In this paper, we proposed an    effective mechanism for chronic disease risk prediction by mining the    data containing historical health records and personal life style    information. Value change trends of the data are important for disease    status prediction, and we defined significant ones as health risk    patterns in our mechanism. Risks of a chronic disease can be predicted    early with a mechanism built with our health risk patterns and it also    proven work well through experimental evaluations on real datasets. Our    method outperformed traditional mechanism in terms of accuracy,    precision and sensitivity for predicting the risk of diabetes. In    particular, insightful observations show that the consideration of    life-style information can effectively enhance whole performance for    risk prediction. Moreover, classification rules produced by our    mechanism which integrates C4.5 and CBA provide physicians disease    related health risk patterns such that appropriate treatments could be    given to people for disease prevention.}"
